app_id,score,risk,band,eligible,dti,verify
500969,728,44.8,High,Not Eligible,38.4,Verified
500970,730,63.6,Medium,Eligible,19.0,Verified
500971,643,51.6,High,Not Eligible,22.9,Verified
500972,543,32.8,High,Not Eligible,50.4,Verified
500973,679,50.2,High,Not Eligible,33.9,Verified
500974,658,12.2,High,Not Eligible,52.7,Verified
500975,688,48.9,High,Not Eligible,33.1,Verified
500976,734,28.7,High,Not Eligible,55.8,Verified
500977,621,29.1,High,Not Eligible,14.7,Verified
500978,639,26.8,High,Not Eligible,30.9,Verified
500979,749,58.4,Medium,Eligible,8.9,Verified
500980,714,51.7,High,Not Eligible,41.8,Verified
500981,509,26.6,High,Not Eligible,17.4,Verified
500982,755,51.5,High,Not Eligible,18.7,Verified
500983,704,48.4,High,Not Eligible,8.1,Verified
500984,740,37.6,High,Not Eligible,8.0,Verified
500985,698,46.9,High,Not Eligible,27.9,Pending
500986,614,44.5,High,Not Eligible,32.0,Verified
500987,589,37.7,High,Not Eligible,50.4,Verified
500988,701,54.1,High,Not Eligible,60.9,Verified
500989,748,55.8,Medium,Eligible,56.2,Verified
500990,703,54.1,High,Not Eligible,45.3,Verified
500991,776,57.8,Medium,Eligible,58.9,Verified
500992,786,65.4,Medium,Eligible,52.2,Rejected
500993,673,47.9,High,Not Eligible,15.2,Verified
500994,702,48.0,High,Not Eligible,38.5,Verified
500995,729,40.4,High,Not Eligible,15.3,Verified
500996,592,29.9,High,Not Eligible,54.4,Verified
500997,692,54.4,High,Not Eligible,30.2,Verified
500998,580,33.7,High,Not Eligible,57.7,Verified
500999,657,47.5,High,Not Eligible,29.5,Verified
501000,722,56.0,Medium,Eligible,13.7,Pending
501001,622,35.2,High,Not Eligible,32.3,Verified
501002,715,51.6,High,Not Eligible,53.4,Verified
501003,716,52.4,High,Not Eligible,20.0,Verified
501004,760,50.5,High,Not Eligible,39.9,Verified
501005,789,46.0,High,Not Eligible,16.8,Verified
501006,591,42.5,High,Not Eligible,55.6,Verified
501007,674,57.2,Medium,Eligible,27.6,Verified
501008,664,44.1,High,Not Eligible,61.4,Verified
501009,751,55.0,High,Not Eligible,13.9,Verified
501010,704,27.3,High,Not Eligible,50.8,Pending
501011,685,43.1,High,Not Eligible,41.3,Pending
501012,620,44.4,High,Not Eligible,48.2,Verified
501013,598,29.8,High,Not Eligible,16.4,Verified
501014,804,53.3,High,Not Eligible,53.1,Verified
501015,726,68.8,Medium,Eligible,34.1,Pending
501016,659,44.1,High,Not Eligible,25.1,Verified
501017,621,55.2,Medium,Not Eligible,9.5,Rejected
501018,686,62.0,Medium,Eligible,57.8,Verified
501019,614,34.1,High,Not Eligible,62.0,Verified
501020,677,49.6,High,Not Eligible,27.7,Verified
501021,832,53.0,High,Not Eligible,51.3,Verified
501022,760,57.7,Medium,Eligible,26.1,Verified
501023,611,32.5,High,Not Eligible,43.6,Pending
501024,561,36.5,High,Not Eligible,15.2,Pending
501025,799,62.0,Medium,Eligible,57.0,Verified
501026,719,65.8,Medium,Eligible,12.7,Verified
501027,747,55.9,Medium,Eligible,58.3,Verified
501028,667,47.2,High,Not Eligible,29.9,Verified
501029,692,48.6,High,Not Eligible,27.4,Verified
501030,778,55.6,Medium,Eligible,13.1,Verified
501031,587,47.2,High,Not Eligible,52.3,Verified
501032,680,51.9,High,Not Eligible,58.8,Verified
501033,674,56.1,Medium,Eligible,42.1,Verified
501034,742,45.3,High,Not Eligible,50.0,Verified
501035,739,52.9,High,Not Eligible,61.7,Verified
501036,739,38.7,High,Not Eligible,50.4,Verified
501037,595,42.1,High,Not Eligible,12.4,Verified
501038,624,40.0,High,Not Eligible,16.9,Verified
501039,786,56.3,Medium,Eligible,54.3,Verified
501040,695,35.4,High,Not Eligible,23.9,Verified
501041,814,58.0,Medium,Eligible,42.1,Verified
501042,734,67.3,Medium,Eligible,53.3,Verified
501043,828,60.2,Medium,Eligible,15.0,Verified
501044,625,21.8,High,Not Eligible,40.3,Verified
501045,651,22.5,High,Not Eligible,32.0,Verified
501046,785,44.2,High,Not Eligible,9.7,Verified
501047,587,32.2,High,Not Eligible,28.9,Verified
501048,850,43.0,High,Not Eligible,27.9,Verified
501049,736,57.9,Medium,Eligible,36.9,Verified
501050,780,57.8,Medium,Eligible,55.3,Verified
501051,702,50.5,High,Not Eligible,30.2,Verified
501052,683,40.2,High,Not Eligible,22.3,Verified
501053,768,62.2,Medium,Eligible,21.5,Verified
501054,666,47.6,High,Not Eligible,25.1,Verified
501055,508,24.5,High,Not Eligible,54.6,Verified
501056,696,49.0,High,Not Eligible,23.9,Verified
501057,565,54.4,High,Not Eligible,9.1,Verified
501058,714,48.1,High,Not Eligible,12.8,Verified
501059,670,44.5,High,Not Eligible,14.2,Verified
501060,747,63.1,Medium,Eligible,30.2,Verified
501061,591,52.3,High,Not Eligible,22.9,Verified
501062,694,51.5,High,Not Eligible,42.3,Verified
501063,781,47.8,High,Not Eligible,60.4,Verified
501064,778,67.3,Medium,Eligible,27.5,Verified
501065,795,54.6,High,Not Eligible,16.5,Verified
501066,738,63.7,Medium,Eligible,31.9,Verified
501067,608,57.2,Medium,Not Eligible,28.7,Verified
501068,713,49.3,High,Not Eligible,39.4,Verified
501069,648,40.4,High,Not Eligible,21.8,Pending
501070,676,31.1,High,Not Eligible,51.7,Verified
501071,776,40.7,High,Not Eligible,12.8,Verified
501072,764,41.5,High,Not Eligible,23.9,Verified
501073,592,29.8,High,Not Eligible,14.3,Verified
501074,678,41.2,High,Not Eligible,51.9,Verified
501075,653,35.1,High,Not Eligible,22.2,Verified
501076,634,48.4,High,Not Eligible,51.1,Verified
501077,710,35.5,High,Not Eligible,53.5,Verified
501078,732,52.2,High,Not Eligible,49.3,Verified
501079,642,33.4,High,Not Eligible,54.0,Pending
501080,677,52.2,High,Not Eligible,21.5,Verified
501081,768,55.2,Medium,Eligible,15.8,Verified
501082,674,51.9,High,Not Eligible,31.5,Verified
501083,635,59.3,Medium,Not Eligible,47.4,Verified
501084,720,49.7,High,Not Eligible,34.1,Verified
501085,746,60.7,Medium,Eligible,41.5,Verified
501086,708,64.5,Medium,Eligible,61.4,Verified
501087,720,50.1,High,Not Eligible,24.6,Verified
501088,588,55.7,Medium,Not Eligible,61.8,Verified
501089,707,40.9,High,Not Eligible,22.9,Verified
501090,684,60.8,Medium,Eligible,18.3,Pending
501091,716,58.8,Medium,Eligible,22.6,Verified
501092,789,61.2,Medium,Eligible,42.4,Verified
501093,641,42.6,High,Not Eligible,9.8,Verified
501094,614,48.1,High,Not Eligible,61.0,Verified
501095,682,59.5,Medium,Eligible,23.0,Verified
501096,653,25.9,High,Not Eligible,16.2,Verified
501097,739,49.2,High,Not Eligible,49.6,Verified
501098,753,49.3,High,Not Eligible,48.8,Verified
501099,765,42.5,High,Not Eligible,39.5,Verified
501100,646,54.2,High,Not Eligible,42.1,Verified
501101,693,67.1,Medium,Eligible,53.0,Verified
501102,751,66.9,Medium,Eligible,44.5,Verified
501103,795,55.0,High,Not Eligible,34.8,Verified
501104,673,48.1,High,Not Eligible,11.7,Verified
501105,696,57.4,Medium,Eligible,59.4,Verified
501106,655,45.2,High,Not Eligible,60.3,Verified
501107,766,63.6,Medium,Eligible,18.0,Verified
501108,621,39.1,High,Not Eligible,41.5,Verified
501109,780,69.6,Medium,Eligible,37.0,Verified
501110,767,56.9,Medium,Eligible,51.0,Verified
501111,784,55.3,Medium,Eligible,16.9,Verified
501112,679,50.0,High,Not Eligible,14.9,Verified
501113,601,18.8,High,Not Eligible,57.7,Verified
501114,818,75.3,Low,Eligible,43.2,Verified
501115,737,75.7,Low,Eligible,57.4,Verified
501116,831,73.3,Medium,Eligible,61.6,Verified
501117,571,34.9,High,Not Eligible,8.4,Verified
501118,637,49.4,High,Not Eligible,31.7,Verified
501119,595,38.8,High,Not Eligible,40.7,Verified
501120,739,47.8,High,Not Eligible,21.7,Verified
501121,850,71.4,Medium,Eligible,49.3,Verified
501122,732,72.8,Medium,Eligible,56.7,Verified
501123,725,53.5,High,Not Eligible,44.5,Verified
501124,673,40.4,High,Not Eligible,55.1,Verified
501125,850,62.2,Medium,Eligible,30.7,Verified
501126,658,38.8,High,Not Eligible,38.7,Verified
501127,639,24.6,High,Not Eligible,35.2,Verified
501128,650,50.2,High,Not Eligible,32.5,Pending
501129,672,39.0,High,Not Eligible,49.3,Verified
501130,579,34.9,High,Not Eligible,17.1,Verified
501131,739,69.6,Medium,Eligible,40.9,Verified
501132,650,42.7,High,Not Eligible,19.5,Verified
501133,586,32.4,High,Not Eligible,31.7,Verified
501134,675,34.5,High,Not Eligible,10.7,Verified
501135,850,87.4,Low,Eligible,51.8,Verified
501136,722,45.9,High,Not Eligible,8.6,Verified
501137,693,46.9,High,Not Eligible,9.9,Pending
501138,687,48.9,High,Not Eligible,61.2,Verified
501139,699,61.8,Medium,Eligible,60.6,Verified
501140,654,59.8,Medium,Eligible,59.1,Verified
501141,672,41.2,High,Not Eligible,39.5,Verified
501142,718,46.6,High,Not Eligible,29.4,Verified
501143,809,64.2,Medium,Eligible,61.4,Verified
501144,672,44.2,High,Not Eligible,37.7,Verified
501145,605,40.9,High,Not Eligible,48.0,Verified
501146,734,39.5,High,Not Eligible,12.7,Verified
501147,654,51.2,High,Not Eligible,22.9,Verified
501148,698,37.0,High,Not Eligible,11.7,Pending
501149,555,8.9,High,Not Eligible,51.0,Verified
501150,656,33.6,High,Not Eligible,33.6,Verified
501151,696,49.8,High,Not Eligible,40.9,Verified
501152,579,48.5,High,Not Eligible,18.2,Verified
501153,735,54.0,High,Not Eligible,8.3,Verified
501154,814,50.2,High,Not Eligible,35.2,Verified
501155,669,50.6,High,Not Eligible,56.6,Verified
501156,661,41.7,High,Not Eligible,26.7,Verified
501157,642,28.0,High,Not Eligible,60.7,Verified
501158,686,62.2,Medium,Eligible,31.6,Verified
501159,619,30.7,High,Not Eligible,41.5,Verified
501160,700,49.7,High,Not Eligible,52.6,Rejected
501161,737,36.5,High,Not Eligible,35.6,Verified
501162,696,44.3,High,Not Eligible,54.9,Verified
501163,666,25.1,High,Not Eligible,21.0,Verified
501164,636,48.6,High,Not Eligible,48.2,Pending
501165,655,61.4,Medium,Eligible,55.5,Verified
501166,709,48.5,High,Not Eligible,14.2,Verified
501167,744,77.6,Low,Eligible,11.0,Verified
501168,795,71.4,Medium,Eligible,22.4,Verified
501169,578,52.3,High,Not Eligible,9.7,Verified
501170,774,44.4,High,Not Eligible,47.7,Verified
501171,679,43.5,High,Not Eligible,42.5,Verified
501172,626,48.0,High,Not Eligible,31.7,Pending
501173,608,29.2,High,Not Eligible,55.6,Verified
501174,669,43.3,High,Not Eligible,54.4,Verified
501175,758,61.5,Medium,Eligible,8.3,Verified
501176,544,33.1,High,Not Eligible,51.9,Verified
501177,850,57.5,Medium,Eligible,18.2,Verified
501178,638,51.4,High,Not Eligible,54.7,Verified
501179,669,39.4,High,Not Eligible,9.4,Verified
501180,785,51.2,High,Not Eligible,32.0,Rejected
501181,564,45.5,High,Not Eligible,43.7,Verified
501182,769,64.9,Medium,Eligible,16.6,Verified
501183,726,51.5,High,Not Eligible,10.0,Verified
501184,567,29.4,High,Not Eligible,59.0,Verified
501185,658,50.2,High,Not Eligible,30.5,Verified
501186,724,70.8,Medium,Eligible,11.1,Verified
501187,693,42.7,High,Not Eligible,9.4,Verified
501188,625,49.2,High,Not Eligible,25.9,Verified
501189,670,58.0,Medium,Eligible,38.9,Verified
501190,709,36.2,High,Not Eligible,35.3,Verified
501191,581,7.4,High,Not Eligible,58.9,Verified
501192,742,50.0,High,Not Eligible,53.6,Verified
501193,699,56.0,Medium,Eligible,37.8,Pending
501194,686,39.6,High,Not Eligible,53.0,Pending
501195,722,36.4,High,Not Eligible,8.6,Verified
501196,714,39.4,High,Not Eligible,54.7,Verified
501197,694,38.9,High,Not Eligible,26.8,Verified
501198,584,31.9,High,Not Eligible,51.1,Verified
501199,658,32.7,High,Not Eligible,16.7,Verified
501200,645,50.7,High,Not Eligible,56.3,Verified
501201,661,35.7,High,Not Eligible,49.2,Verified
501202,691,52.1,High,Not Eligible,8.3,Verified
501203,705,32.4,High,Not Eligible,34.7,Verified
501204,593,46.9,High,Not Eligible,24.2,Pending
501205,692,54.7,High,Not Eligible,52.4,Verified
501206,684,49.8,High,Not Eligible,40.5,Verified
501207,760,39.9,High,Not Eligible,59.7,Verified
501208,668,32.3,High,Not Eligible,34.6,Verified
501209,735,47.5,High,Not Eligible,51.1,Verified
501210,702,68.3,Medium,Eligible,26.5,Verified
501211,719,50.5,High,Not Eligible,42.9,Verified
501212,623,47.1,High,Not Eligible,43.0,Verified
501213,623,27.3,High,Not Eligible,9.5,Pending
501214,626,53.1,High,Not Eligible,29.7,Verified
501215,666,47.2,High,Not Eligible,43.9,Verified
501216,726,44.3,High,Not Eligible,23.3,Verified
501217,734,49.5,High,Not Eligible,28.5,Verified
501218,683,40.9,High,Not Eligible,9.7,Verified
501219,622,36.2,High,Not Eligible,17.3,Verified
501220,699,49.7,High,Not Eligible,57.8,Verified
501221,562,20.1,High,Not Eligible,36.3,Verified
501222,696,49.6,High,Not Eligible,13.5,Verified
501223,625,35.1,High,Not Eligible,9.5,Pending
501224,627,42.4,High,Not Eligible,20.5,Verified
501225,646,26.3,High,Not Eligible,29.9,Verified
501226,744,65.2,Medium,Eligible,17.1,Verified
501227,760,43.9,High,Not Eligible,14.3,Verified
501228,726,43.4,High,Not Eligible,45.0,Verified
501229,711,34.4,High,Not Eligible,20.9,Verified
501230,533,37.2,High,Not Eligible,17.4,Verified
501231,845,67.4,Medium,Eligible,57.4,Verified
501232,742,48.5,High,Not Eligible,30.1,Pending
501233,584,28.5,High,Not Eligible,38.5,Pending
501234,758,42.1,High,Not Eligible,32.2,Verified
501235,561,7.5,High,Not Eligible,19.7,Verified
501236,661,32.1,High,Not Eligible,36.7,Rejected
501237,666,56.3,Medium,Eligible,15.5,Verified
501238,710,38.6,High,Not Eligible,56.9,Verified
501239,690,55.8,Medium,Eligible,25.9,Verified
501240,514,30.1,High,Not Eligible,31.3,Verified
501241,708,46.9,High,Not Eligible,35.4,Verified
501242,616,36.4,High,Not Eligible,41.2,Verified
501243,710,49.7,High,Not Eligible,50.1,Verified
501244,850,63.7,Medium,Eligible,44.6,Verified
501245,850,71.9,Medium,Eligible,42.3,Verified
501246,798,48.7,High,Not Eligible,10.1,Verified
501247,764,63.6,Medium,Eligible,15.7,Verified
501248,625,35.1,High,Not Eligible,29.8,Verified
501249,830,81.6,Low,Eligible,9.2,Verified
501250,667,59.8,Medium,Eligible,60.0,Verified
501251,845,48.2,High,Not Eligible,30.0,Verified
501252,705,64.6,Medium,Eligible,8.8,Verified
501253,613,49.2,High,Not Eligible,45.1,Verified
501254,677,34.8,High,Not Eligible,43.0,Verified
501255,722,41.8,High,Not Eligible,61.1,Verified
501256,804,59.9,Medium,Eligible,17.2,Verified
501257,749,65.4,Medium,Eligible,16.5,Verified
501258,742,41.4,High,Not Eligible,30.7,Verified
501259,585,37.0,High,Not Eligible,57.1,Verified
501260,674,37.7,High,Not Eligible,37.4,Verified
501261,723,53.1,High,Not Eligible,31.5,Verified
501262,710,71.2,Medium,Eligible,15.2,Pending
501263,738,80.2,Low,Eligible,33.5,Rejected
501264,628,46.2,High,Not Eligible,43.9,Verified
501265,600,48.0,High,Not Eligible,56.8,Verified
501266,684,49.1,High,Not Eligible,30.4,Verified
501267,725,53.6,High,Not Eligible,25.1,Verified
501268,697,44.9,High,Not Eligible,18.0,Verified
501269,639,48.0,High,Not Eligible,42.9,Verified
501270,689,63.3,Medium,Eligible,29.2,Verified
501271,701,32.7,High,Not Eligible,58.2,Verified
501272,587,36.4,High,Not Eligible,30.9,Verified
501273,711,60.7,Medium,Eligible,53.1,Verified
501274,634,36.3,High,Not Eligible,29.3,Verified
501275,765,71.2,Medium,Not Eligible,15.3,Verified
501276,681,44.0,High,Not Eligible,57.1,Verified
501277,743,74.5,Medium,Eligible,16.0,Verified
501278,775,51.2,High,Not Eligible,28.4,Verified
501279,690,46.8,High,Not Eligible,23.8,Verified
501280,661,52.3,High,Not Eligible,50.7,Verified
501281,723,59.4,Medium,Eligible,14.3,Pending
501282,716,55.0,High,Not Eligible,35.7,Verified
501283,717,31.4,High,Not Eligible,56.8,Verified
501284,587,17.4,High,Not Eligible,30.4,Verified
501285,743,46.2,High,Not Eligible,59.6,Verified
501286,745,43.1,High,Not Eligible,51.9,Verified
501287,628,45.0,High,Not Eligible,13.0,Verified
501288,744,62.2,Medium,Eligible,29.9,Verified
501289,695,47.0,High,Not Eligible,19.5,Verified
501290,692,50.9,High,Not Eligible,52.0,Verified
501291,676,54.3,High,Not Eligible,56.8,Verified
501292,733,45.5,High,Not Eligible,24.2,Verified
501293,763,58.0,Medium,Eligible,25.5,Verified
501294,767,65.3,Medium,Eligible,10.1,Verified
501295,622,51.1,High,Not Eligible,20.8,Verified
501296,715,64.6,Medium,Eligible,20.0,Pending
501297,806,51.6,High,Not Eligible,15.4,Verified
501298,750,54.0,High,Not Eligible,23.8,Pending
501299,682,48.1,High,Not Eligible,50.6,Verified
501300,613,32.5,High,Not Eligible,29.8,Verified
501301,670,45.5,High,Not Eligible,31.8,Verified
501302,618,55.4,Medium,Not Eligible,20.7,Verified
501303,773,62.0,Medium,Eligible,56.1,Verified
501304,776,53.5,High,Not Eligible,25.6,Rejected
501305,768,57.6,Medium,Eligible,19.0,Verified
501306,725,62.7,Medium,Eligible,13.9,Verified
501307,737,57.3,Medium,Eligible,50.1,Verified
501308,709,42.8,High,Not Eligible,15.7,Verified
501309,702,41.9,High,Not Eligible,23.7,Verified
501310,693,33.3,High,Not Eligible,51.8,Verified
501311,651,30.2,High,Not Eligible,20.2,Verified
501312,675,34.6,High,Not Eligible,14.5,Verified
501313,748,60.8,Medium,Eligible,40.7,Verified
501314,596,37.1,High,Not Eligible,33.6,Verified
501315,695,57.5,Medium,Eligible,45.0,Verified
501316,814,71.6,Medium,Eligible,46.7,Verified
501317,768,62.6,Medium,Eligible,42.5,Verified
501318,822,35.5,High,Not Eligible,14.9,Verified
501319,676,53.8,High,Not Eligible,36.8,Verified
501320,691,68.4,Medium,Eligible,26.3,Pending
501321,691,50.9,High,Not Eligible,46.1,Pending
501322,633,24.8,High,Not Eligible,51.0,Pending
501323,550,17.7,High,Not Eligible,16.7,Verified
501324,753,51.0,High,Not Eligible,30.0,Pending
501325,614,37.8,High,Not Eligible,19.0,Verified
501326,720,69.3,Medium,Eligible,51.6,Verified
501327,718,62.3,Medium,Eligible,14.6,Verified
501328,582,32.1,High,Not Eligible,53.2,Verified
501329,721,44.6,High,Not Eligible,16.9,Pending
501330,560,41.4,High,Not Eligible,33.5,Verified
501331,847,68.0,Medium,Eligible,55.2,Verified
501332,696,48.8,High,Not Eligible,56.6,Pending
501333,804,67.9,Medium,Eligible,11.9,Verified
501334,742,65.6,Medium,Eligible,19.8,Verified
501335,689,38.4,High,Not Eligible,28.4,Verified
501336,649,48.7,High,Not Eligible,44.0,Pending
501337,657,54.5,High,Not Eligible,11.0,Verified
501338,736,60.2,Medium,Eligible,29.4,Verified
501339,725,50.9,High,Not Eligible,34.4,Verified
501340,808,62.5,Medium,Eligible,29.8,Verified
501341,575,23.8,High,Not Eligible,24.3,Verified
501342,688,33.8,High,Not Eligible,38.0,Verified
501343,657,33.0,High,Not Eligible,59.3,Verified
501344,656,48.4,High,Not Eligible,34.9,Verified
501345,640,64.1,Medium,Not Eligible,39.8,Verified
501346,576,56.7,Medium,Not Eligible,45.7,Verified
501347,850,78.5,Low,Eligible,45.6,Verified
501348,720,55.3,Medium,Eligible,42.0,Verified
501349,651,47.7,High,Not Eligible,20.0,Pending
501350,691,38.2,High,Not Eligible,29.7,Verified
501351,667,51.2,High,Not Eligible,30.6,Verified
501352,710,64.3,Medium,Not Eligible,9.0,Verified
501353,553,36.4,High,Not Eligible,28.3,Verified
501354,845,83.9,Low,Eligible,49.5,Verified
501355,719,29.8,High,Not Eligible,46.5,Rejected
501356,705,48.5,High,Not Eligible,31.4,Verified
501357,829,69.5,Medium,Eligible,46.9,Verified
501358,805,55.9,Medium,Eligible,12.2,Pending
501359,683,42.1,High,Not Eligible,30.1,Verified
501360,772,74.2,Medium,Eligible,47.3,Verified
501361,660,39.1,High,Not Eligible,30.4,Verified
501362,807,67.7,Medium,Eligible,21.0,Verified
501363,668,49.0,High,Not Eligible,49.0,Verified
501364,731,57.7,Medium,Eligible,14.8,Verified
501365,574,52.2,High,Not Eligible,14.6,Verified
501366,622,34.7,High,Not Eligible,19.3,Verified
501367,756,57.3,Medium,Eligible,61.8,Verified
501368,677,43.5,High,Not Eligible,9.6,Verified
501369,651,49.8,High,Not Eligible,16.4,Rejected
501370,739,51.4,High,Not Eligible,21.1,Verified
501371,658,44.6,High,Not Eligible,24.8,Verified
501372,600,47.3,High,Not Eligible,21.5,Pending
501373,665,30.2,High,Not Eligible,40.3,Verified
501374,738,61.8,Medium,Eligible,18.6,Verified
501375,641,49.7,High,Not Eligible,9.6,Verified
501376,735,56.9,Medium,Eligible,14.6,Verified
501377,752,66.6,Medium,Eligible,8.1,Verified
501378,690,52.2,High,Not Eligible,29.5,Verified
501379,773,64.3,Medium,Eligible,24.9,Verified
501380,597,51.2,High,Not Eligible,43.6,Verified
501381,697,36.8,High,Not Eligible,30.8,Verified
501382,747,46.6,High,Not Eligible,38.4,Verified
501383,704,40.2,High,Not Eligible,38.1,Verified
501384,664,53.0,High,Not Eligible,19.3,Verified
501385,649,51.2,High,Not Eligible,29.0,Pending
501386,616,22.6,High,Not Eligible,55.7,Verified
501387,712,53.3,High,Not Eligible,10.7,Pending
501388,645,40.2,High,Not Eligible,31.8,Verified
501389,785,61.5,Medium,Eligible,40.6,Verified
501390,727,46.8,High,Not Eligible,20.1,Verified
501391,718,46.5,High,Not Eligible,36.6,Verified
501392,657,28.5,High,Not Eligible,28.1,Verified
501393,656,40.8,High,Not Eligible,46.4,Verified
501394,692,45.0,High,Not Eligible,57.3,Verified
501395,603,49.7,High,Not Eligible,57.3,Rejected
501396,760,64.8,Medium,Eligible,21.2,Pending
501397,649,35.6,High,Not Eligible,41.5,Verified
501398,659,38.1,High,Not Eligible,60.1,Verified
501399,622,39.6,High,Not Eligible,25.4,Verified
501400,574,36.7,High,Not Eligible,40.6,Verified
501401,641,56.0,Medium,Not Eligible,25.9,Verified
501402,756,48.2,High,Not Eligible,11.4,Verified
501403,604,49.1,High,Not Eligible,31.0,Verified
501404,678,24.4,High,Not Eligible,39.2,Verified
501405,694,42.2,High,Not Eligible,17.6,Verified
501406,744,73.7,Medium,Eligible,30.9,Verified
501407,692,37.5,High,Not Eligible,18.5,Verified
501408,757,58.5,Medium,Eligible,50.0,Verified
501409,662,41.1,High,Not Eligible,48.9,Verified
501410,708,39.3,High,Not Eligible,27.0,Verified
501411,828,59.4,Medium,Eligible,46.8,Verified
501412,801,55.6,Medium,Eligible,38.0,Verified
501413,659,62.3,Medium,Eligible,14.6,Verified
501414,540,32.1,High,Not Eligible,48.6,Verified
501415,747,66.9,Medium,Eligible,21.0,Verified
501416,723,65.2,Medium,Eligible,50.9,Verified
501417,793,62.8,Medium,Eligible,8.2,Verified
501418,850,54.8,High,Not Eligible,11.3,Verified
501419,572,20.1,High,Not Eligible,41.0,Verified
501420,620,29.3,High,Not Eligible,39.7,Verified
501421,746,57.5,Medium,Eligible,33.9,Rejected
501422,621,52.0,High,Not Eligible,12.6,Rejected
501423,674,58.7,Medium,Eligible,45.5,Verified
501424,676,29.7,High,Not Eligible,55.9,Pending
501425,796,73.2,Medium,Eligible,14.7,Verified
501426,682,65.8,Medium,Eligible,36.7,Pending
501427,749,61.7,Medium,Eligible,61.1,Verified
501428,601,47.4,High,Not Eligible,36.7,Verified
501429,591,27.5,High,Not Eligible,38.0,Verified
501430,700,58.6,Medium,Eligible,57.6,Verified
501431,775,62.5,Medium,Eligible,61.2,Verified
501432,581,52.7,High,Not Eligible,29.0,Pending
501433,768,54.8,High,Not Eligible,46.5,Verified
501434,652,42.0,High,Not Eligible,47.4,Verified
501435,751,54.6,High,Not Eligible,11.2,Rejected
501436,790,61.3,Medium,Eligible,16.3,Verified
501437,512,35.6,High,Not Eligible,29.4,Verified
501438,675,47.1,High,Not Eligible,33.8,Verified
501439,705,57.0,Medium,Eligible,48.7,Verified
501440,687,35.0,High,Not Eligible,57.0,Verified
501441,806,54.2,High,Not Eligible,41.8,Pending
501442,850,77.0,Low,Eligible,47.9,Verified
501443,662,42.5,High,Not Eligible,23.0,Verified
501444,531,18.1,High,Not Eligible,27.7,Pending
501445,595,41.0,High,Not Eligible,51.7,Verified
501446,820,57.7,Medium,Eligible,8.1,Verified
501447,792,47.8,High,Not Eligible,31.0,Rejected
501448,618,51.8,High,Not Eligible,42.1,Verified
501449,760,60.6,Medium,Eligible,43.9,Verified
501450,761,59.3,Medium,Eligible,10.1,Pending
501451,677,62.5,Medium,Eligible,37.8,Verified
501452,639,40.8,High,Not Eligible,57.6,Verified
501453,712,53.2,High,Not Eligible,22.0,Pending
501454,692,49.9,High,Not Eligible,29.0,Verified
501455,788,62.9,Medium,Eligible,52.2,Verified
501456,656,56.3,Medium,Eligible,34.7,Verified
501457,668,52.2,High,Not Eligible,51.8,Verified
501458,668,38.3,High,Not Eligible,42.0,Verified
501459,716,29.1,High,Not Eligible,30.0,Verified
501460,727,30.3,High,Not Eligible,56.3,Verified
501461,630,55.1,Medium,Not Eligible,54.9,Verified
501462,564,32.9,High,Not Eligible,44.7,Verified
501463,706,35.3,High,Not Eligible,54.9,Verified
501464,666,33.8,High,Not Eligible,21.5,Verified
501465,599,37.6,High,Not Eligible,10.2,Verified
501466,703,45.8,High,Not Eligible,44.0,Verified
501467,735,47.4,High,Not Eligible,47.1,Rejected
501468,693,54.4,High,Not Eligible,31.8,Verified
501469,656,60.5,Medium,Eligible,52.1,Verified
501470,789,71.7,Medium,Eligible,11.2,Verified
501471,850,61.1,Medium,Eligible,12.3,Pending
501472,850,69.9,Medium,Eligible,54.0,Verified
501473,631,53.5,High,Not Eligible,47.6,Verified
501474,685,47.6,High,Not Eligible,60.8,Rejected
501475,589,28.4,High,Not Eligible,42.2,Verified
501476,667,30.9,High,Not Eligible,18.9,Verified
501477,724,63.3,Medium,Eligible,38.5,Verified
501478,660,55.0,High,Not Eligible,26.8,Verified
501479,760,65.9,Medium,Eligible,24.8,Verified
501480,719,43.0,High,Not Eligible,48.9,Verified
501481,713,60.2,Medium,Eligible,60.4,Verified
501482,646,35.9,High,Not Eligible,61.4,Verified
501483,631,30.2,High,Not Eligible,44.2,Verified
501484,719,42.6,High,Not Eligible,23.5,Verified
501485,641,41.5,High,Not Eligible,18.5,Verified
501486,769,80.5,Low,Eligible,60.8,Verified
501487,658,42.0,High,Not Eligible,52.2,Verified
501488,676,45.6,High,Not Eligible,15.7,Verified
501489,567,47.9,High,Not Eligible,9.0,Verified
501490,647,54.8,High,Not Eligible,9.3,Verified
501491,584,21.5,High,Not Eligible,13.6,Verified
501492,605,49.4,High,Not Eligible,34.1,Verified
501493,681,45.8,High,Not Eligible,32.5,Verified
501494,638,43.6,High,Not Eligible,11.4,Verified
501495,575,23.9,High,Not Eligible,32.0,Pending
501496,797,55.2,Medium,Eligible,22.3,Verified
501497,632,48.5,High,Not Eligible,27.8,Verified
501498,620,53.6,High,Not Eligible,30.3,Verified
501499,669,39.8,High,Not Eligible,26.8,Verified
501500,745,47.6,High,Not Eligible,26.8,Verified
501501,658,50.3,High,Not Eligible,21.7,Verified
501502,562,36.9,High,Not Eligible,60.5,Verified
501503,640,38.3,High,Not Eligible,51.5,Rejected
501504,596,41.3,High,Not Eligible,46.1,Verified
