app_id,status,reason,approved,rate
504454,Rejected,Low Credit Score,0,0.0
504455,Approved,Meets Policy,404000,9.94
504456,Rejected,Low Credit Score,0,0.0
504457,Approved,Meets Policy,646000,15.71
504458,Rejected,Low Income,0,0.0
504459,Rejected,High Risk,0,0.0
504460,Approved,Meets Policy,2945000,9.64
504461,Approved,Meets Policy,1430000,14.47
504462,Approved,Meets Policy,58000,15.51
504463,Rejected,Low Income,0,0.0
504464,Rejected,High Risk,0,0.0
504465,Rejected,High Risk,0,0.0
504466,Approved,Meets Policy,1275000,9.87
504467,Approved,Meets Policy,244000,10.22
504468,Rejected,Low Credit Score,0,0.0
504469,Rejected,High Risk,0,0.0
504470,Rejected,High Risk,0,0.0
504471,Rejected,High Risk,0,0.0
504472,Manual Review,High Risk,0,0.0
504473,Rejected,Low Income,0,0.0
504474,Rejected,High Risk,0,0.0
504475,Rejected,High Risk,0,0.0
504476,Rejected,Verification Failed,0,0.0
504477,Rejected,Low Credit Score,0,0.0
504478,Rejected,Policy Review,0,0.0
504479,Rejected,High Risk,0,0.0
504480,Rejected,High Risk,0,0.0
504481,Approved,Meets Policy,200000,11.41
504482,Rejected,Policy Review,0,0.0
504483,Rejected,High Risk,0,0.0
504484,Rejected,Policy Review,0,0.0
504485,Rejected,High Risk,0,0.0
504486,Rejected,Low Income,0,0.0
504487,Rejected,High Risk,0,0.0
504488,Rejected,High Risk,0,0.0
504489,Rejected,High Risk,0,0.0
504490,Approved,Meets Policy,2466000,16.13
504491,Rejected,Verification Failed,0,0.0
504492,Rejected,High Risk,0,0.0
504493,Rejected,High Risk,0,0.0
504494,Approved,Meets Policy,772000,10.49
504495,Rejected,Policy Review,0,0.0
504496,Rejected,High Risk,0,0.0
504497,Manual Review,Policy Review,0,0.0
504498,Rejected,Low Credit Score,0,0.0
504499,Rejected,High Risk,0,0.0
504500,Rejected,High Risk,0,0.0
504501,Rejected,High Risk,0,0.0
504502,Manual Review,Policy Review,0,0.0
504503,Rejected,High Risk,0,0.0
504504,Rejected,High Risk,0,0.0
504505,Rejected,High Risk,0,0.0
504506,Approved,Meets Policy,787000,10.96
504507,Rejected,Policy Review,0,0.0
504508,Rejected,Low Income,0,0.0
504509,Rejected,Low Income,0,0.0
504510,Rejected,Policy Review,0,0.0
504511,Rejected,High Risk,0,0.0
504512,Manual Review,High Risk,0,0.0
504513,Approved,Meets Policy,1291000,15.23
504514,Rejected,High Risk,0,0.0
504515,Approved,Meets Policy,467000,15.4
504516,Rejected,High Risk,0,0.0
504517,Rejected,Low Credit Score,0,0.0
504518,Rejected,Low Credit Score,0,0.0
504519,Rejected,Low Credit Score,0,0.0
504520,Rejected,High Risk,0,0.0
504521,Rejected,Policy Review,0,0.0
504522,Rejected,High Risk,0,0.0
504523,Rejected,Low Credit Score,0,0.0
504524,Rejected,Low Credit Score,0,0.0
504525,Rejected,Low Income,0,0.0
504526,Approved,Meets Policy,1313000,15.86
504527,Manual Review,Verification Failed,0,0.0
504528,Rejected,Low Credit Score,0,0.0
504529,Manual Review,Policy Review,0,0.0
504530,Rejected,Policy Review,0,0.0
504531,Rejected,High Risk,0,0.0
504532,Rejected,High Risk,0,0.0
504533,Manual Review,High Risk,0,0.0
504534,Rejected,High Risk,0,0.0
504535,Rejected,High Risk,0,0.0
504536,Rejected,Low Credit Score,0,0.0
504537,Manual Review,High Risk,0,0.0
504538,Rejected,High Risk,0,0.0
504539,Rejected,High Risk,0,0.0
504540,Manual Review,Policy Review,0,0.0
504541,Rejected,Low Credit Score,0,0.0
504542,Rejected,Policy Review,0,0.0
504543,Rejected,Low Credit Score,0,0.0
504544,Rejected,High Risk,0,0.0
504545,Rejected,Verification Failed,0,0.0
504546,Approved,Meets Policy,3291000,10.39
504547,Rejected,High Risk,0,0.0
504548,Rejected,Verification Failed,0,0.0
504549,Rejected,High Risk,0,0.0
504550,Approved,Meets Policy,4493000,17.6
504551,Rejected,High Risk,0,0.0
504552,Rejected,High Risk,0,0.0
504553,Rejected,Low Income,0,0.0
504554,Rejected,Verification Failed,0,0.0
504555,Rejected,Policy Review,0,0.0
504556,Rejected,High Risk,0,0.0
504557,Rejected,Policy Review,0,0.0
504558,Rejected,High Risk,0,0.0
504559,Rejected,Low Credit Score,0,0.0
504560,Rejected,High Risk,0,0.0
504561,Rejected,High Risk,0,0.0
504562,Rejected,High Risk,0,0.0
504563,Rejected,High Risk,0,0.0
504564,Approved,Meets Policy,97000,15.32
504565,Rejected,High Risk,0,0.0
504566,Rejected,High Risk,0,0.0
504567,Rejected,High Risk,0,0.0
504568,Rejected,High Risk,0,0.0
504569,Rejected,High Risk,0,0.0
504570,Rejected,Policy Review,0,0.0
504571,Rejected,High Risk,0,0.0
504572,Rejected,Low Credit Score,0,0.0
504573,Rejected,Low Credit Score,0,0.0
504574,Rejected,High Risk,0,0.0
504575,Rejected,Low Credit Score,0,0.0
504576,Rejected,Verification Failed,0,0.0
504577,Rejected,Verification Failed,0,0.0
504578,Rejected,High Risk,0,0.0
504579,Approved,Meets Policy,1108000,16.86
504580,Rejected,High Risk,0,0.0
504581,Approved,Meets Policy,446000,13.45
504582,Rejected,Low Credit Score,0,0.0
504583,Rejected,High Risk,0,0.0
504584,Rejected,Verification Failed,0,0.0
504585,Rejected,Policy Review,0,0.0
504586,Rejected,High Risk,0,0.0
504587,Rejected,High Risk,0,0.0
504588,Approved,Meets Policy,481000,14.88
504589,Approved,Meets Policy,148000,14.49
504590,Rejected,High Risk,0,0.0
504591,Rejected,Policy Review,0,0.0
504592,Approved,Meets Policy,674000,18.25
504593,Rejected,Verification Failed,0,0.0
504594,Rejected,Policy Review,0,0.0
504595,Rejected,High Risk,0,0.0
504596,Rejected,Low Credit Score,0,0.0
504597,Rejected,Low Credit Score,0,0.0
504598,Rejected,High Risk,0,0.0
504599,Rejected,Verification Failed,0,0.0
504600,Rejected,Low Credit Score,0,0.0
504601,Approved,Meets Policy,705000,15.0
504602,Rejected,High Risk,0,0.0
504603,Approved,Meets Policy,320000,17.45
504604,Approved,Meets Policy,374000,15.01
504605,Rejected,High Risk,0,0.0
504606,Rejected,Policy Review,0,0.0
504607,Rejected,High Risk,0,0.0
504608,Approved,Meets Policy,275000,10.13
504609,Rejected,Low Credit Score,0,0.0
504610,Rejected,High Risk,0,0.0
504611,Approved,Meets Policy,215000,17.34
504612,Rejected,High Risk,0,0.0
504613,Rejected,High Risk,0,0.0
504614,Rejected,High Risk,0,0.0
504615,Rejected,Low Credit Score,0,0.0
504616,Rejected,Policy Review,0,0.0
504617,Rejected,High Risk,0,0.0
504618,Manual Review,Policy Review,0,0.0
504619,Rejected,High Risk,0,0.0
504620,Rejected,Low Credit Score,0,0.0
504621,Manual Review,High Risk,0,0.0
504622,Rejected,Policy Review,0,0.0
504623,Rejected,High Risk,0,0.0
504624,Rejected,High Risk,0,0.0
504625,Rejected,Policy Review,0,0.0
504626,Rejected,High Risk,0,0.0
504627,Rejected,Low Credit Score,0,0.0
504628,Rejected,Policy Review,0,0.0
504629,Rejected,Policy Review,0,0.0
504630,Rejected,Policy Review,0,0.0
504631,Manual Review,High Risk,0,0.0
504632,Approved,Meets Policy,2219000,14.05
504633,Rejected,High Risk,0,0.0
504634,Approved,Meets Policy,1398000,14.26
504635,Rejected,High Risk,0,0.0
504636,Approved,Meets Policy,356000,17.81
504637,Rejected,Low Credit Score,0,0.0
504638,Rejected,High Risk,0,0.0
504639,Rejected,Policy Review,0,0.0
504640,Rejected,Verification Failed,0,0.0
504641,Approved,Meets Policy,895000,17.05
504642,Rejected,Low Credit Score,0,0.0
504643,Rejected,Policy Review,0,0.0
504644,Rejected,Policy Review,0,0.0
504645,Approved,Meets Policy,4289000,8.72
504646,Rejected,Policy Review,0,0.0
504647,Approved,Meets Policy,709000,9.9
504648,Rejected,High Risk,0,0.0
504649,Manual Review,Low Credit Score,0,0.0
504650,Rejected,High Risk,0,0.0
504651,Rejected,High Risk,0,0.0
504652,Rejected,High Risk,0,0.0
504653,Rejected,Policy Review,0,0.0
504654,Rejected,High Risk,0,0.0
504655,Rejected,High Risk,0,0.0
504656,Rejected,High Risk,0,0.0
504657,Manual Review,High Risk,0,0.0
504658,Rejected,High Risk,0,0.0
504659,Rejected,Policy Review,0,0.0
504660,Rejected,Policy Review,0,0.0
504661,Rejected,High Risk,0,0.0
504662,Rejected,Policy Review,0,0.0
504663,Rejected,Low Credit Score,0,0.0
504664,Rejected,High Risk,0,0.0
504665,Rejected,High Risk,0,0.0
504666,Approved,Meets Policy,988000,15.05
504667,Rejected,High Risk,0,0.0
504668,Rejected,Low Income,0,0.0
504669,Manual Review,Policy Review,0,0.0
504670,Rejected,High Risk,0,0.0
504671,Approved,Meets Policy,1401000,15.57
504672,Approved,Meets Policy,3962000,11.44
504673,Rejected,Low Credit Score,0,0.0
504674,Rejected,Policy Review,0,0.0
504675,Approved,Meets Policy,2340000,13.49
504676,Rejected,High Risk,0,0.0
504677,Approved,Meets Policy,2792000,8.82
504678,Approved,Meets Policy,996000,12.83
504679,Approved,Meets Policy,1086000,16.08
504680,Rejected,High Risk,0,0.0
504681,Approved,Meets Policy,339000,12.74
504682,Rejected,High Risk,0,0.0
504683,Rejected,High Risk,0,0.0
504684,Rejected,High Risk,0,0.0
504685,Rejected,Low Income,0,0.0
504686,Rejected,High Risk,0,0.0
504687,Rejected,High Risk,0,0.0
504688,Rejected,High Risk,0,0.0
504689,Rejected,Policy Review,0,0.0
504690,Rejected,High Risk,0,0.0
504691,Approved,Meets Policy,825000,11.87
504692,Rejected,High Risk,0,0.0
504693,Rejected,Policy Review,0,0.0
504694,Approved,Meets Policy,531000,15.0
504695,Rejected,High Risk,0,0.0
504696,Rejected,High Risk,0,0.0
504697,Rejected,High Risk,0,0.0
504698,Approved,Meets Policy,840000,12.84
504699,Rejected,Policy Review,0,0.0
504700,Approved,Meets Policy,4331000,18.27
504701,Rejected,High Risk,0,0.0
504702,Rejected,High Risk,0,0.0
504703,Rejected,High Risk,0,0.0
504704,Rejected,High Risk,0,0.0
504705,Rejected,High Risk,0,0.0
504706,Rejected,Verification Failed,0,0.0
504707,Rejected,Policy Review,0,0.0
504708,Manual Review,High Risk,0,0.0
504709,Rejected,Verification Failed,0,0.0
504710,Rejected,Verification Failed,0,0.0
504711,Rejected,Verification Failed,0,0.0
504712,Approved,Meets Policy,715000,16.08
504713,Rejected,High Risk,0,0.0
504714,Rejected,High Risk,0,0.0
504715,Rejected,Policy Review,0,0.0
504716,Rejected,High Risk,0,0.0
504717,Manual Review,High Risk,0,0.0
504718,Rejected,High Risk,0,0.0
504719,Manual Review,High Risk,0,0.0
504720,Rejected,Verification Failed,0,0.0
504721,Approved,Meets Policy,564000,16.12
504722,Manual Review,High Risk,0,0.0
504723,Rejected,High Risk,0,0.0
504724,Rejected,Policy Review,0,0.0
504725,Rejected,High Risk,0,0.0
504726,Rejected,High Risk,0,0.0
504727,Rejected,Verification Failed,0,0.0
504728,Rejected,High Risk,0,0.0
504729,Rejected,High Risk,0,0.0
504730,Rejected,High Risk,0,0.0
504731,Rejected,High Risk,0,0.0
504732,Approved,Meets Policy,370000,8.87
504733,Rejected,High Risk,0,0.0
504734,Manual Review,Low Credit Score,0,0.0
504735,Rejected,Policy Review,0,0.0
504736,Approved,Meets Policy,149000,16.13
504737,Rejected,Verification Failed,0,0.0
504738,Rejected,High Risk,0,0.0
504739,Rejected,High Risk,0,0.0
504740,Rejected,Low Income,0,0.0
504741,Rejected,Low Credit Score,0,0.0
504742,Approved,Meets Policy,327000,10.9
504743,Rejected,High Risk,0,0.0
504744,Rejected,High Risk,0,0.0
504745,Manual Review,High Risk,0,0.0
504746,Rejected,Policy Review,0,0.0
504747,Rejected,Policy Review,0,0.0
504748,Rejected,High Risk,0,0.0
504749,Approved,Meets Policy,1167000,18.23
504750,Approved,Meets Policy,1854000,13.68
504751,Rejected,Policy Review,0,0.0
504752,Approved,Meets Policy,2244000,16.26
504753,Approved,Meets Policy,3553000,18.42
504754,Rejected,High Risk,0,0.0
504755,Manual Review,High Risk,0,0.0
504756,Rejected,Low Credit Score,0,0.0
504757,Rejected,High Risk,0,0.0
504758,Rejected,Low Credit Score,0,0.0
504759,Rejected,High Risk,0,0.0
504760,Rejected,High Risk,0,0.0
504761,Rejected,Low Credit Score,0,0.0
504762,Rejected,Policy Review,0,0.0
504763,Manual Review,High Risk,0,0.0
504764,Rejected,Low Credit Score,0,0.0
504765,Rejected,High Risk,0,0.0
504766,Rejected,High Risk,0,0.0
504767,Rejected,High Risk,0,0.0
504768,Rejected,High Risk,0,0.0
504769,Rejected,Verification Failed,0,0.0
504770,Approved,Meets Policy,808000,10.55
504771,Rejected,High Risk,0,0.0
504772,Approved,Meets Policy,283000,13.41
504773,Rejected,Verification Failed,0,0.0
504774,Manual Review,High Risk,0,0.0
504775,Rejected,High Risk,0,0.0
504776,Rejected,Policy Review,0,0.0
504777,Rejected,Verification Failed,0,0.0
504778,Approved,Meets Policy,209000,13.78
504779,Rejected,High Risk,0,0.0
504780,Rejected,High Risk,0,0.0
504781,Rejected,Low Income,0,0.0
504782,Rejected,High Risk,0,0.0
504783,Rejected,Policy Review,0,0.0
504784,Rejected,High Risk,0,0.0
504785,Rejected,High Risk,0,0.0
504786,Approved,Meets Policy,438000,17.25
504787,Approved,Meets Policy,1346000,8.71
504788,Rejected,High Risk,0,0.0
504789,Rejected,High Risk,0,0.0
504790,Rejected,High Risk,0,0.0
504791,Rejected,Policy Review,0,0.0
504792,Rejected,High Risk,0,0.0
504793,Rejected,High Risk,0,0.0
504794,Rejected,High Risk,0,0.0
504795,Rejected,Policy Review,0,0.0
504796,Rejected,High Risk,0,0.0
504797,Manual Review,High Risk,0,0.0
504798,Rejected,Low Credit Score,0,0.0
504799,Rejected,Policy Review,0,0.0
504800,Approved,Meets Policy,482000,16.71
504801,Approved,Meets Policy,380000,15.12
504802,Rejected,Policy Review,0,0.0
504803,Manual Review,High Risk,0,0.0
504804,Approved,Meets Policy,1225000,10.24
504805,Rejected,High Risk,0,0.0
504806,Rejected,High Risk,0,0.0
504807,Manual Review,Policy Review,0,0.0
504808,Rejected,High Risk,0,0.0
504809,Rejected,High Risk,0,0.0
504810,Rejected,Low Income,0,0.0
504811,Rejected,High Risk,0,0.0
504812,Rejected,High Risk,0,0.0
504813,Approved,Meets Policy,1189000,12.89
504814,Rejected,High Risk,0,0.0
504815,Rejected,Low Credit Score,0,0.0
504816,Manual Review,High Risk,0,0.0
504817,Approved,Meets Policy,482000,10.99
504818,Manual Review,High Risk,0,0.0
504819,Rejected,High Risk,0,0.0
504820,Rejected,High Risk,0,0.0
504821,Rejected,High Risk,0,0.0
504822,Rejected,Verification Failed,0,0.0
504823,Rejected,High Risk,0,0.0
504824,Rejected,High Risk,0,0.0
504825,Rejected,High Risk,0,0.0
504826,Rejected,Low Credit Score,0,0.0
504827,Rejected,Low Credit Score,0,0.0
504828,Rejected,High Risk,0,0.0
504829,Rejected,Policy Review,0,0.0
504830,Rejected,Low Income,0,0.0
504831,Rejected,Policy Review,0,0.0
504832,Rejected,High Risk,0,0.0
504833,Rejected,High Risk,0,0.0
504834,Manual Review,High Risk,0,0.0
504835,Rejected,High Risk,0,0.0
504836,Rejected,High Risk,0,0.0
504837,Rejected,High Risk,0,0.0
504838,Manual Review,High Risk,0,0.0
504839,Rejected,High Risk,0,0.0
504840,Rejected,Low Credit Score,0,0.0
504841,Rejected,High Risk,0,0.0
504842,Rejected,Low Credit Score,0,0.0
504843,Rejected,Low Credit Score,0,0.0
504844,Rejected,High Risk,0,0.0
504845,Rejected,Policy Review,0,0.0
504846,Manual Review,High Risk,0,0.0
504847,Rejected,Verification Failed,0,0.0
504848,Approved,Meets Policy,1340000,13.0
504849,Rejected,High Risk,0,0.0
504850,Rejected,High Risk,0,0.0
504851,Manual Review,High Risk,0,0.0
504852,Rejected,High Risk,0,0.0
504853,Rejected,High Risk,0,0.0
504854,Rejected,High Risk,0,0.0
504855,Approved,Meets Policy,270000,12.59
504856,Approved,Meets Policy,283000,13.92
504857,Rejected,Policy Review,0,0.0
504858,Rejected,High Risk,0,0.0
504859,Approved,Meets Policy,376000,8.78
504860,Approved,Meets Policy,2386000,16.86
504861,Approved,Meets Policy,706000,11.93
504862,Rejected,High Risk,0,0.0
504863,Rejected,Policy Review,0,0.0
504864,Approved,Meets Policy,374000,10.42
504865,Manual Review,High Risk,0,0.0
504866,Rejected,High Risk,0,0.0
504867,Rejected,High Risk,0,0.0
504868,Rejected,High Risk,0,0.0
504869,Rejected,High Risk,0,0.0
504870,Rejected,High Risk,0,0.0
504871,Rejected,High Risk,0,0.0
504872,Rejected,High Risk,0,0.0
504873,Rejected,High Risk,0,0.0
504874,Rejected,High Risk,0,0.0
504875,Approved,Meets Policy,170000,12.31
504876,Rejected,High Risk,0,0.0
504877,Rejected,Policy Review,0,0.0
504878,Rejected,Verification Failed,0,0.0
504879,Rejected,High Risk,0,0.0
504880,Rejected,High Risk,0,0.0
504881,Approved,Meets Policy,1826000,11.83
504882,Rejected,High Risk,0,0.0
504883,Approved,Meets Policy,4224000,10.25
504884,Rejected,High Risk,0,0.0
504885,Approved,Meets Policy,1285000,17.71
504886,Rejected,High Risk,0,0.0
504887,Rejected,Verification Failed,0,0.0
504888,Rejected,Low Credit Score,0,0.0
504889,Rejected,Policy Review,0,0.0
504890,Rejected,High Risk,0,0.0
504891,Rejected,High Risk,0,0.0
504892,Approved,Meets Policy,226000,11.1
504893,Rejected,Low Credit Score,0,0.0
504894,Rejected,High Risk,0,0.0
504895,Rejected,High Risk,0,0.0
504896,Rejected,High Risk,0,0.0
504897,Rejected,High Risk,0,0.0
504898,Rejected,Policy Review,0,0.0
504899,Rejected,High Risk,0,0.0
504900,Approved,Meets Policy,523000,17.18
504901,Rejected,Policy Review,0,0.0
504902,Rejected,Verification Failed,0,0.0
504903,Rejected,High Risk,0,0.0
504904,Rejected,Policy Review,0,0.0
504905,Approved,Meets Policy,755000,11.09
504906,Rejected,High Risk,0,0.0
504907,Rejected,Low Income,0,0.0
504908,Rejected,High Risk,0,0.0
504909,Rejected,High Risk,0,0.0
504910,Rejected,Verification Failed,0,0.0
504911,Rejected,High Risk,0,0.0
504912,Rejected,High Risk,0,0.0
504913,Rejected,Policy Review,0,0.0
504914,Rejected,Low Income,0,0.0
504915,Rejected,High Risk,0,0.0
504916,Rejected,High Risk,0,0.0
504917,Rejected,Low Income,0,0.0
504918,Rejected,High Risk,0,0.0
504919,Rejected,High Risk,0,0.0
504920,Rejected,Policy Review,0,0.0
504921,Approved,Meets Policy,403000,13.74
504922,Approved,Meets Policy,1628000,14.34
504923,Rejected,High Risk,0,0.0
504924,Rejected,High Risk,0,0.0
504925,Rejected,High Risk,0,0.0
504926,Rejected,High Risk,0,0.0
504927,Rejected,High Risk,0,0.0
504928,Rejected,High Risk,0,0.0
504929,Rejected,High Risk,0,0.0
504930,Rejected,High Risk,0,0.0
504931,Rejected,Low Credit Score,0,0.0
504932,Rejected,High Risk,0,0.0
504933,Rejected,Low Credit Score,0,0.0
504934,Rejected,High Risk,0,0.0
504935,Rejected,High Risk,0,0.0
504936,Rejected,High Risk,0,0.0
504937,Rejected,Low Credit Score,0,0.0
504938,Rejected,Policy Review,0,0.0
504939,Rejected,Low Credit Score,0,0.0
504940,Rejected,High Risk,0,0.0
504941,Rejected,Policy Review,0,0.0
504942,Rejected,High Risk,0,0.0
504943,Rejected,Policy Review,0,0.0
504944,Rejected,High Risk,0,0.0
504945,Rejected,High Risk,0,0.0
504946,Rejected,High Risk,0,0.0
504947,Rejected,Low Credit Score,0,0.0
504948,Rejected,High Risk,0,0.0
504949,Approved,Meets Policy,361000,15.82
504950,Rejected,High Risk,0,0.0
504951,Rejected,High Risk,0,0.0
504952,Rejected,High Risk,0,0.0
504953,Rejected,High Risk,0,0.0
504954,Manual Review,Verification Failed,0,0.0
504955,Rejected,High Risk,0,0.0
504956,Rejected,Low Credit Score,0,0.0
504957,Rejected,High Risk,0,0.0
504958,Approved,Meets Policy,2281000,15.9
504959,Rejected,Policy Review,0,0.0
504960,Rejected,Policy Review,0,0.0
504961,Rejected,High Risk,0,0.0
504962,Rejected,High Risk,0,0.0
504963,Rejected,High Risk,0,0.0
504964,Manual Review,Low Credit Score,0,0.0
504965,Rejected,Policy Review,0,0.0
504966,Rejected,Verification Failed,0,0.0
504967,Approved,Meets Policy,536000,12.14
504968,Rejected,High Risk,0,0.0
504969,Approved,Meets Policy,862000,12.05
504970,Rejected,Verification Failed,0,0.0
504971,Rejected,High Risk,0,0.0
504972,Rejected,Low Credit Score,0,0.0
504973,Rejected,Policy Review,0,0.0
504974,Rejected,High Risk,0,0.0
504975,Rejected,Verification Failed,0,0.0
504976,Rejected,High Risk,0,0.0
504977,Rejected,High Risk,0,0.0
504978,Rejected,High Risk,0,0.0
504979,Approved,Meets Policy,506000,8.76
504980,Approved,Meets Policy,2521000,12.57
504981,Manual Review,Low Income,0,0.0
504982,Rejected,High Risk,0,0.0
504983,Rejected,High Risk,0,0.0
504984,Rejected,Policy Review,0,0.0
504985,Approved,Meets Policy,522000,13.11
504986,Approved,Meets Policy,495000,14.64
504987,Rejected,High Risk,0,0.0
504988,Rejected,High Risk,0,0.0
504989,Manual Review,Policy Review,0,0.0
504990,Rejected,High Risk,0,0.0
504991,Rejected,High Risk,0,0.0
504992,Rejected,High Risk,0,0.0
504993,Rejected,High Risk,0,0.0
504994,Rejected,High Risk,0,0.0
504995,Rejected,High Risk,0,0.0
504996,Rejected,High Risk,0,0.0
504997,Approved,Meets Policy,1086000,15.44
504998,Manual Review,High Risk,0,0.0
504999,Approved,Meets Policy,773000,11.5
505000,Rejected,High Risk,0,0.0
505001,Approved,Meets Policy,318000,11.1
505002,Manual Review,High Risk,0,0.0
505003,Rejected,High Risk,0,0.0
505004,Approved,Meets Policy,1587000,10.62
505005,Rejected,High Risk,0,0.0
505006,Approved,Meets Policy,407000,14.65
505007,Rejected,High Risk,0,0.0
505008,Rejected,Policy Review,0,0.0
505009,Rejected,High Risk,0,0.0
505010,Rejected,High Risk,0,0.0
505011,Rejected,Low Credit Score,0,0.0
505012,Rejected,High Risk,0,0.0
505013,Rejected,High Risk,0,0.0
505014,Rejected,Policy Review,0,0.0
505015,Rejected,Policy Review,0,0.0
505016,Approved,Meets Policy,3918000,14.6
505017,Rejected,High Risk,0,0.0
505018,Rejected,Policy Review,0,0.0
505019,Rejected,Policy Review,0,0.0
505020,Rejected,Low Credit Score,0,0.0
505021,Rejected,High Risk,0,0.0
505022,Rejected,Policy Review,0,0.0
505023,Approved,Meets Policy,733000,9.75
505024,Approved,Meets Policy,1182000,15.36
505025,Rejected,High Risk,0,0.0
505026,Rejected,High Risk,0,0.0
505027,Manual Review,Low Credit Score,0,0.0
505028,Rejected,High Risk,0,0.0
505029,Rejected,Policy Review,0,0.0
505030,Rejected,High Risk,0,0.0
505031,Rejected,High Risk,0,0.0
505032,Rejected,High Risk,0,0.0
505033,Approved,Meets Policy,597000,15.63
505034,Rejected,Low Credit Score,0,0.0
505035,Rejected,High Risk,0,0.0
505036,Rejected,Policy Review,0,0.0
505037,Rejected,Low Credit Score,0,0.0
505038,Rejected,Verification Failed,0,0.0
505039,Rejected,High Risk,0,0.0
505040,Rejected,Policy Review,0,0.0
505041,Rejected,High Risk,0,0.0
505042,Rejected,Low Credit Score,0,0.0
505043,Rejected,Low Credit Score,0,0.0
505044,Rejected,Low Credit Score,0,0.0
505045,Rejected,Policy Review,0,0.0
505046,Rejected,High Risk,0,0.0
505047,Approved,Meets Policy,1930000,12.69
505048,Rejected,High Risk,0,0.0
505049,Rejected,Verification Failed,0,0.0
505050,Rejected,High Risk,0,0.0
505051,Rejected,Low Credit Score,0,0.0
505052,Rejected,Low Credit Score,0,0.0
505053,Approved,Meets Policy,2096000,12.69
505054,Rejected,High Risk,0,0.0
505055,Rejected,High Risk,0,0.0
505056,Approved,Meets Policy,1124000,17.91
505057,Rejected,High Risk,0,0.0
505058,Rejected,Policy Review,0,0.0
505059,Approved,Meets Policy,767000,12.29
505060,Rejected,High Risk,0,0.0
505061,Rejected,Policy Review,0,0.0
505062,Rejected,Policy Review,0,0.0
505063,Rejected,Policy Review,0,0.0
505064,Rejected,High Risk,0,0.0
505065,Rejected,High Risk,0,0.0
505066,Rejected,High Risk,0,0.0
505067,Rejected,Policy Review,0,0.0
505068,Rejected,High Risk,0,0.0
505069,Rejected,Low Credit Score,0,0.0
505070,Approved,Meets Policy,3275000,16.94
505071,Manual Review,Policy Review,0,0.0
505072,Rejected,High Risk,0,0.0
505073,Rejected,High Risk,0,0.0
505074,Rejected,High Risk,0,0.0
505075,Rejected,High Risk,0,0.0
505076,Rejected,High Risk,0,0.0
505077,Rejected,High Risk,0,0.0
505078,Rejected,Low Credit Score,0,0.0
505079,Rejected,High Risk,0,0.0
505080,Rejected,Policy Review,0,0.0
505081,Rejected,High Risk,0,0.0
505082,Rejected,High Risk,0,0.0
505083,Rejected,High Risk,0,0.0
505084,Rejected,High Risk,0,0.0
505085,Rejected,Low Credit Score,0,0.0
505086,Rejected,High Risk,0,0.0
505087,Rejected,Low Income,0,0.0
505088,Rejected,Policy Review,0,0.0
505089,Rejected,High Risk,0,0.0
505090,Rejected,High Risk,0,0.0
505091,Rejected,Policy Review,0,0.0
505092,Rejected,Policy Review,0,0.0
505093,Approved,Meets Policy,302000,15.11
505094,Rejected,Low Income,0,0.0
505095,Rejected,High Risk,0,0.0
505096,Rejected,High Risk,0,0.0
505097,Rejected,Policy Review,0,0.0
505098,Manual Review,High Risk,0,0.0
505099,Approved,Meets Policy,619000,9.23
505100,Rejected,High Risk,0,0.0
505101,Approved,Meets Policy,3064000,17.57
505102,Rejected,High Risk,0,0.0
505103,Rejected,High Risk,0,0.0
505104,Rejected,High Risk,0,0.0
505105,Approved,Meets Policy,143000,14.05
505106,Rejected,Low Credit Score,0,0.0
505107,Rejected,High Risk,0,0.0
505108,Manual Review,Policy Review,0,0.0
505109,Rejected,Policy Review,0,0.0
505110,Rejected,Policy Review,0,0.0
505111,Rejected,High Risk,0,0.0
505112,Approved,Meets Policy,565000,14.85
505113,Manual Review,High Risk,0,0.0
505114,Approved,Meets Policy,462000,15.65
505115,Rejected,High Risk,0,0.0
505116,Rejected,High Risk,0,0.0
505117,Rejected,Low Credit Score,0,0.0
505118,Approved,Meets Policy,2359000,14.99
505119,Rejected,Low Credit Score,0,0.0
505120,Rejected,High Risk,0,0.0
505121,Rejected,Low Income,0,0.0
505122,Rejected,Low Credit Score,0,0.0
505123,Rejected,High Risk,0,0.0
505124,Rejected,High Risk,0,0.0
505125,Rejected,High Risk,0,0.0
505126,Rejected,High Risk,0,0.0
505127,Rejected,High Risk,0,0.0
505128,Rejected,High Risk,0,0.0
505129,Rejected,High Risk,0,0.0
505130,Rejected,Low Credit Score,0,0.0
505131,Rejected,High Risk,0,0.0
505132,Rejected,Policy Review,0,0.0
505133,Rejected,Policy Review,0,0.0
505134,Rejected,High Risk,0,0.0
505135,Rejected,High Risk,0,0.0
505136,Rejected,High Risk,0,0.0
505137,Rejected,Low Credit Score,0,0.0
505138,Approved,Meets Policy,1362000,18.42
505139,Approved,Meets Policy,3362000,17.38
505140,Rejected,High Risk,0,0.0
505141,Rejected,Low Credit Score,0,0.0
505142,Rejected,High Risk,0,0.0
505143,Rejected,High Risk,0,0.0
505144,Approved,Meets Policy,874000,17.82
505145,Manual Review,Verification Failed,0,0.0
505146,Rejected,Low Credit Score,0,0.0
505147,Rejected,Policy Review,0,0.0
505148,Rejected,High Risk,0,0.0
505149,Approved,Meets Policy,483000,16.37
505150,Rejected,High Risk,0,0.0
505151,Manual Review,High Risk,0,0.0
