app_id,id,type,amount,tenure,channel
510652,139317,Auto,1186000,60,Mobile App
510653,122140,Personal,575000,60,Branch
510654,100067,Auto,391000,84,Mobile App
510655,119440,Personal,236000,12,Mobile App
510656,113000,Business,2477000,12,Mobile App
510657,130392,Home,503000,60,Website
510658,128061,Education,202000,84,Mobile App
510659,122014,Auto,1244000,48,Branch
510660,102153,Home,4375000,60,Partner
510661,127749,Home,3596000,84,Branch
510662,119477,Business,2045000,24,Mobile App
510663,134470,Auto,430000,60,Website
510664,123633,Home,4769000,12,Website
510665,103403,Personal,246000,60,Mobile App
510666,115907,Auto,1576000,36,Website
510667,116206,Education,383000,60,Partner
510668,110367,Auto,515000,84,Mobile App
510669,100780,Personal,330000,120,Mobile App
510670,124766,Personal,68000,12,Partner
510671,127719,Home,3688000,120,Mobile App
510672,118828,Personal,451000,36,Website
510673,106965,Personal,96000,60,Website
510674,138247,Home,3176000,24,Mobile App
510675,138348,Personal,430000,12,Mobile App
510676,128524,Personal,360000,120,Website
510677,115157,Education,835000,24,Partner
510678,105516,Personal,528000,24,Website
510679,109384,Education,134000,24,Partner
510680,116230,Auto,961000,36,Mobile App
510681,121890,Business,833000,48,Partner
510682,125713,Business,1869000,84,Branch
510683,128270,Personal,295000,36,Partner
510684,110625,Home,1758000,48,Website
510685,103788,Business,1495000,60,Branch
510686,101723,Home,2431000,12,Branch
510687,125863,Home,3610000,36,Mobile App
510688,109883,Personal,506000,36,Branch
510689,124262,Education,490000,60,Branch
510690,137009,Personal,369000,36,Website
510691,100379,Auto,205000,84,Branch
510692,124489,Home,1626000,84,Partner
510693,116335,Auto,1090000,84,Partner
510694,130038,Personal,566000,36,Website
510695,109765,Home,1753000,84,Branch
510696,136789,Personal,456000,60,Branch
510697,104480,Auto,883000,120,Mobile App
510698,107786,Personal,422000,24,Branch
510699,104700,Education,976000,60,Mobile App
510700,119958,Business,2728000,120,Website
510701,118523,Home,1080000,84,Mobile App
510702,113279,Education,780000,60,Branch
510703,115675,Personal,314000,12,Branch
510704,126089,Personal,266000,36,Website
510705,125785,Personal,367000,12,Branch
510706,137578,Personal,400000,12,Mobile App
510707,137068,Personal,213000,60,Mobile App
510708,111473,Business,859000,36,Partner
510709,133455,Business,466000,120,Website
510710,134048,Home,4847000,60,Branch
510711,124008,Auto,396000,60,Branch
510712,123130,Personal,486000,60,Partner
510713,131782,Education,922000,24,Branch
510714,112570,Home,2614000,120,Website
510715,133077,Personal,286000,84,Website
510716,120579,Auto,1242000,48,Website
510717,119254,Business,1358000,84,Website
510718,114618,Personal,527000,120,Mobile App
510719,128775,Personal,93000,48,Branch
510720,104501,Auto,454000,60,Mobile App
510721,104447,Personal,577000,48,Branch
510722,133890,Auto,922000,12,Mobile App
510723,117653,Home,4036000,36,Mobile App
510724,128573,Home,2727000,120,Website
510725,103056,Business,2316000,48,Branch
510726,107602,Business,1237000,36,Branch
510727,103153,Personal,417000,48,Website
510728,103106,Home,3691000,48,Website
510729,134139,Education,355000,12,Website
510730,117224,Auto,664000,120,Branch
510731,135712,Personal,452000,24,Website
510732,102241,Business,2887000,36,Partner
510733,121789,Auto,1673000,84,Branch
510734,113504,Home,1216000,48,Website
510735,127017,Home,1687000,48,Website
510736,114214,Auto,1167000,12,Branch
510737,111817,Personal,56000,84,Branch
510738,130101,Personal,81000,36,Website
510739,104610,Personal,542000,12,Branch
510740,122448,Personal,208000,120,Website
510741,101011,Auto,352000,48,Website
510742,107192,Business,1961000,12,Website
510743,110421,Business,1297000,120,Mobile App
510744,136565,Auto,297000,84,Branch
510745,122546,Personal,599000,120,Partner
510746,136541,Personal,269000,48,Branch
510747,121821,Auto,733000,48,Mobile App
510748,104559,Auto,673000,60,Website
510749,109172,Home,995000,12,Branch
510750,106988,Education,1429000,36,Branch
510751,110532,Auto,1259000,84,Mobile App
510752,123952,Business,1716000,48,Website
510753,138263,Home,842000,48,Mobile App
510754,102389,Business,2609000,120,Mobile App
510755,105333,Personal,85000,12,Website
510756,121200,Personal,280000,48,Mobile App
510757,124194,Personal,156000,48,Branch
510758,109303,Business,1955000,12,Mobile App
510759,130965,Home,4687000,60,Website
510760,115911,Personal,144000,84,Website
510761,102066,Auto,565000,60,Branch
510762,130880,Auto,367000,36,Partner
510763,118998,Personal,60000,120,Branch
510764,139324,Personal,244000,36,Website
510765,118304,Business,2412000,120,Website
510766,116592,Business,1797000,60,Mobile App
510767,108709,Home,1075000,84,Mobile App
510768,119431,Personal,474000,48,Mobile App
510769,108857,Personal,368000,84,Mobile App
510770,123766,Home,3318000,12,Website
510771,132690,Personal,371000,48,Website
510772,105881,Business,2808000,84,Branch
510773,102365,Personal,491000,36,Partner
510774,128667,Personal,547000,12,Branch
510775,126896,Home,2531000,48,Partner
510776,110421,Personal,342000,24,Mobile App
510777,105292,Business,2061000,24,Website
510778,125791,Personal,597000,24,Partner
510779,101281,Home,1166000,24,Website
510780,138862,Business,627000,36,Website
510781,126611,Education,586000,120,Mobile App
510782,116192,Auto,1534000,48,Partner
510783,132436,Home,3155000,120,Branch
510784,136622,Home,1059000,36,Mobile App
510785,120288,Business,815000,48,Partner
510786,103396,Home,4141000,12,Branch
510787,132037,Auto,403000,120,Website
510788,111999,Personal,276000,84,Mobile App
510789,129341,Home,1732000,36,Branch
510790,123100,Education,1273000,84,Mobile App
510791,121349,Home,3055000,36,Branch
510792,110514,Personal,124000,48,Mobile App
510793,113660,Auto,1680000,48,Mobile App
510794,102616,Personal,118000,36,Branch
510795,134279,Business,435000,48,Mobile App
510796,118996,Education,757000,60,Branch
510797,123830,Auto,1336000,24,Partner
510798,139355,Home,1834000,84,Branch
510799,135248,Home,1578000,36,Partner
510800,119165,Business,2123000,24,Website
510801,135724,Business,599000,60,Branch
510802,139424,Business,912000,24,Branch
510803,121011,Business,2484000,36,Mobile App
510804,120639,Personal,530000,60,Branch
510805,105848,Personal,297000,84,Mobile App
510806,125121,Home,2877000,12,Mobile App
510807,132900,Personal,107000,12,Website
510808,101422,Personal,276000,24,Branch
510809,121322,Personal,192000,36,Website
510810,132036,Personal,219000,84,Mobile App
510811,130564,Home,2232000,24,Website
510812,117507,Education,1306000,24,Mobile App
510813,120757,Personal,382000,24,Partner
510814,135204,Auto,893000,48,Branch
510815,117580,Education,1215000,12,Partner
510816,120684,Business,2623000,24,Website
510817,114167,Business,1674000,84,Branch
510818,120382,Home,4569000,36,Branch
510819,119023,Personal,177000,48,Branch
510820,112165,Auto,730000,36,Mobile App
510821,119386,Business,1842000,24,Mobile App
510822,124750,Education,998000,120,Branch
510823,139873,Business,1908000,12,Branch
510824,102008,Business,2298000,120,Website
510825,136218,Education,851000,48,Branch
510826,117350,Personal,419000,12,Website
510827,137068,Home,1697000,24,Website
510828,112381,Personal,148000,12,Mobile App
510829,132399,Education,149000,60,Branch
510830,100950,Home,313000,12,Website
510831,115793,Education,351000,120,Website
510832,108200,Auto,711000,120,Mobile App
510833,106324,Business,2712000,84,Mobile App
510834,123847,Personal,428000,36,Mobile App
510835,114559,Home,4596000,12,Branch
510836,117035,Personal,471000,120,Branch
510837,112521,Business,270000,24,Website
510838,102329,Home,3108000,12,Mobile App
510839,122932,Personal,196000,36,Website
510840,123483,Education,657000,120,Website
510841,115332,Personal,92000,120,Website
510842,128981,Home,1995000,60,Mobile App
510843,137649,Home,2287000,60,Branch
510844,138371,Personal,92000,12,Branch
510845,100447,Education,527000,36,Website
510846,116181,Personal,306000,48,Mobile App
510847,131929,Personal,58000,48,Partner
510848,119409,Business,1476000,36,Website
510849,101019,Home,1177000,36,Website
510850,113333,Business,599000,84,Branch
510851,102344,Business,2235000,120,Partner
510852,132087,Home,4649000,84,Branch
510853,109998,Auto,656000,24,Mobile App
510854,134965,Home,2819000,36,Branch
510855,117410,Personal,530000,36,Branch
510856,125938,Business,2070000,48,Branch
510857,105429,Business,1006000,36,Website
510858,131632,Business,752000,60,Branch
510859,114097,Personal,334000,24,Mobile App
510860,127331,Business,1273000,48,Branch
510861,105692,Home,4206000,84,Mobile App
510862,137243,Home,824000,60,Mobile App
510863,113829,Auto,504000,12,Partner
510864,121615,Personal,343000,24,Branch
510865,111322,Business,739000,60,Mobile App
510866,103903,Personal,105000,120,Website
510867,138035,Business,2266000,60,Branch
510868,120716,Home,1610000,12,Branch
510869,111118,Personal,560000,84,Branch
510870,113584,Business,2346000,60,Partner
510871,134683,Auto,1527000,12,Partner
510872,128673,Business,2134000,12,Mobile App
510873,110044,Personal,68000,48,Branch
510874,121050,Education,1117000,12,Partner
510875,120552,Personal,194000,24,Website
510876,107813,Personal,413000,60,Mobile App
510877,139742,Home,3066000,120,Website
510878,103923,Auto,1706000,12,Branch
510879,125688,Auto,1537000,60,Mobile App
510880,136798,Home,2483000,24,Branch
510881,139795,Auto,384000,24,Branch
510882,123633,Education,322000,48,Partner
510883,113467,Education,411000,12,Branch
510884,101835,Personal,111000,36,Branch
510885,136462,Home,2899000,48,Website
510886,112883,Business,1933000,12,Branch
510887,126142,Business,349000,120,Mobile App
510888,100177,Home,3155000,24,Website
510889,134434,Education,1196000,60,Branch
510890,132039,Auto,892000,36,Mobile App
510891,115452,Education,215000,60,Mobile App
510892,110388,Personal,417000,60,Website
510893,114832,Auto,988000,48,Branch
510894,121632,Education,1357000,48,Website
510895,118835,Personal,109000,12,Branch
510896,128766,Business,877000,120,Mobile App
510897,125329,Home,3957000,24,Branch
510898,139867,Personal,176000,12,Partner
510899,114392,Home,1919000,36,Website
510900,117500,Home,3371000,12,Website
510901,118966,Home,1262000,84,Website
510902,138810,Home,3154000,48,Mobile App
510903,134966,Personal,419000,24,Branch
510904,107689,Personal,123000,24,Mobile App
510905,138629,Personal,311000,24,Branch
510906,126491,Business,1843000,120,Mobile App
510907,110336,Business,936000,12,Website
510908,124904,Business,427000,60,Mobile App
510909,104669,Business,1172000,12,Website
510910,137684,Home,2740000,48,Partner
510911,117328,Business,2583000,24,Partner
510912,127800,Home,2344000,36,Branch
510913,132762,Business,2688000,36,Partner
510914,100988,Home,4712000,48,Mobile App
510915,110138,Home,4087000,60,Website
510916,129144,Education,472000,60,Branch
510917,136472,Auto,227000,24,Branch
510918,106413,Personal,494000,120,Partner
510919,109440,Business,737000,84,Mobile App
510920,134332,Personal,268000,60,Website
510921,105590,Personal,115000,36,Mobile App
510922,137764,Auto,756000,48,Website
510923,119451,Personal,259000,48,Mobile App
510924,107892,Home,3611000,24,Branch
510925,123665,Personal,334000,24,Partner
510926,133472,Auto,1303000,48,Website
510927,133070,Home,3224000,48,Website
510928,135899,Personal,307000,36,Partner
510929,111365,Personal,365000,60,Mobile App
510930,128184,Business,680000,60,Website
510931,138660,Personal,488000,84,Branch
510932,101625,Business,819000,120,Branch
510933,104784,Auto,1500000,60,Branch
510934,121315,Auto,856000,48,Branch
510935,136193,Home,1499000,36,Website
510936,134529,Auto,1119000,12,Website
510937,105061,Business,2719000,120,Branch
510938,113248,Home,2255000,24,Mobile App
510939,136273,Home,1846000,60,Branch
510940,119252,Personal,502000,24,Partner
510941,124946,Business,2506000,60,Branch
510942,102687,Auto,1267000,84,Branch
510943,121957,Business,2695000,120,Mobile App
510944,117384,Personal,449000,12,Mobile App
510945,111607,Home,3325000,24,Website
510946,139878,Home,1732000,84,Partner
510947,119995,Auto,310000,120,Website
510948,100572,Personal,210000,48,Website
510949,119425,Business,976000,120,Website
510950,118142,Auto,1383000,24,Mobile App
510951,119036,Education,1052000,60,Mobile App
510952,119042,Education,839000,84,Partner
510953,137102,Personal,165000,60,Website
510954,104364,Auto,1437000,120,Partner
510955,118254,Education,1320000,12,Mobile App
510956,109651,Personal,296000,60,Website
510957,108249,Personal,123000,36,Website
510958,129512,Personal,305000,12,Mobile App
510959,106019,Home,862000,36,Mobile App
510960,114947,Education,1184000,48,Website
510961,103955,Business,1865000,36,Mobile App
510962,133731,Personal,91000,48,Website
510963,109264,Personal,338000,48,Partner
510964,109376,Business,1230000,120,Website
510965,137716,Personal,367000,60,Mobile App
510966,100322,Personal,409000,120,Branch
510967,111027,Home,1027000,84,Branch
510968,127028,Personal,424000,24,Mobile App
510969,112554,Education,744000,36,Partner
510970,110424,Personal,243000,12,Mobile App
510971,115299,Home,1017000,120,Mobile App
510972,132830,Business,586000,36,Partner
510973,104591,Personal,200000,24,Branch
510974,134339,Auto,1367000,36,Branch
510975,109861,Auto,565000,48,Mobile App
510976,123711,Education,755000,84,Partner
510977,121966,Education,200000,60,Branch
510978,135975,Auto,322000,84,Mobile App
510979,112542,Personal,173000,84,Mobile App
510980,108499,Personal,529000,120,Mobile App
510981,115265,Personal,268000,12,Mobile App
510982,121601,Home,3860000,36,Mobile App
510983,123384,Personal,270000,36,Partner
510984,123767,Home,3951000,120,Mobile App
510985,123668,Home,3048000,24,Website
510986,115419,Auto,734000,12,Website
510987,113215,Home,4895000,36,Website
510988,115489,Auto,594000,12,Website
510989,116055,Education,984000,60,Website
510990,138689,Auto,272000,60,Partner
510991,136008,Personal,445000,36,Mobile App
510992,109210,Home,2362000,24,Mobile App
510993,130728,Personal,538000,60,Website
510994,133716,Education,1240000,36,Website
510995,112601,Home,1785000,12,Website
510996,122761,Business,1560000,60,Website
510997,113181,Personal,508000,120,Branch
510998,118920,Home,4872000,36,Mobile App
510999,121635,Personal,582000,120,Branch
511000,127781,Business,2466000,36,Branch
511001,105716,Personal,435000,24,Branch
511002,121257,Education,1500000,60,Mobile App
511003,135163,Auto,367000,84,Mobile App
511004,121080,Personal,157000,24,Branch
511005,129574,Business,2881000,48,Mobile App
511006,133470,Business,1320000,24,Website
511007,135533,Education,1209000,84,Mobile App
511008,114250,Business,1246000,12,Partner
511009,125619,Education,429000,84,Mobile App
511010,133627,Personal,330000,24,Mobile App
511011,108596,Home,4137000,120,Website
511012,133479,Personal,262000,36,Branch
511013,133631,Business,1332000,60,Website
511014,109228,Home,3476000,84,Website
511015,112982,Personal,520000,12,Branch
511016,108271,Home,4938000,60,Mobile App
511017,105563,Home,1153000,48,Branch
511018,111828,Business,1647000,48,Branch
511019,133210,Personal,79000,36,Mobile App
511020,105305,Education,743000,48,Mobile App
511021,133389,Personal,102000,120,Branch
511022,135725,Auto,1500000,48,Branch
511023,127688,Home,3588000,24,Website
511024,115955,Personal,124000,84,Branch
511025,134770,Auto,671000,24,Branch
511026,111275,Business,2931000,12,Partner
511027,107156,Home,1016000,60,Partner
511028,105191,Education,167000,60,Mobile App
511029,131683,Home,3747000,48,Mobile App
511030,121502,Personal,449000,84,Partner
511031,136024,Personal,92000,120,Mobile App
511032,106019,Home,2896000,84,Website
511033,119859,Home,4882000,60,Website
511034,102528,Education,263000,60,Website
511035,137030,Education,1046000,48,Website
511036,132824,Business,2973000,12,Branch
511037,127474,Personal,120000,84,Branch
511038,112791,Home,2644000,36,Branch
511039,103476,Auto,1069000,48,Mobile App
511040,132212,Personal,497000,24,Branch
511041,118797,Business,2522000,120,Partner
511042,135798,Home,2719000,120,Branch
511043,139019,Personal,124000,60,Website
511044,112695,Home,550000,120,Branch
511045,134528,Home,3421000,36,Partner
511046,130965,Home,1667000,48,Partner
511047,135278,Personal,447000,12,Website
511048,119239,Personal,73000,48,Mobile App
511049,129553,Business,2154000,12,Website
511050,109952,Home,316000,12,Website
511051,118712,Personal,345000,48,Website
511052,106751,Education,461000,84,Partner
511053,107167,Personal,174000,48,Branch
511054,137082,Business,329000,84,Partner
511055,133510,Personal,448000,60,Branch
511056,130005,Personal,153000,48,Partner
511057,114511,Education,1026000,24,Website
511058,120309,Business,2844000,84,Branch
511059,107601,Business,2372000,36,Website
511060,109799,Auto,1184000,12,Website
511061,113571,Home,4811000,36,Branch
511062,116377,Auto,1011000,120,Branch
511063,104772,Auto,1024000,120,Website
511064,110364,Home,3887000,120,Mobile App
511065,120991,Home,4196000,60,Partner
511066,115311,Personal,142000,24,Website
511067,119090,Auto,1777000,24,Website
511068,103275,Auto,1491000,36,Mobile App
511069,101403,Home,2711000,60,Branch
511070,139130,Personal,507000,12,Partner
511071,136515,Education,451000,84,Partner
511072,106458,Education,634000,48,Branch
511073,100403,Education,504000,24,Mobile App
511074,132636,Auto,307000,120,Website
511075,130924,Auto,1435000,84,Website
511076,107464,Auto,881000,48,Branch
511077,108149,Personal,238000,24,Branch
511078,102997,Home,3828000,120,Branch
511079,126711,Business,1793000,12,Branch
511080,135691,Personal,152000,48,Branch
511081,133142,Business,2093000,60,Website
511082,132162,Personal,450000,36,Branch
511083,131107,Personal,222000,36,Partner
511084,102934,Personal,528000,60,Branch
511085,126244,Education,884000,24,Branch
511086,132839,Home,383000,48,Mobile App
511087,120636,Home,3572000,120,Branch
511088,125377,Home,1116000,24,Website
511089,111301,Personal,243000,48,Website
511090,131293,Auto,296000,36,Website
511091,137972,Home,452000,60,Website
511092,110958,Home,493000,12,Branch
511093,124369,Personal,394000,120,Branch
511094,122977,Business,2091000,12,Mobile App
511095,126233,Auto,1709000,60,Branch
511096,131784,Home,2779000,84,Mobile App
511097,127310,Home,975000,120,Website
511098,129300,Business,508000,12,Branch
511099,122163,Business,2152000,120,Mobile App
511100,130506,Auto,578000,48,Branch
511101,128704,Personal,233000,84,Website
511102,132292,Personal,390000,24,Branch
511103,116195,Personal,146000,60,Branch
511104,118865,Business,2608000,24,Website
511105,122717,Personal,118000,60,Branch
511106,107091,Auto,838000,84,Branch
511107,111913,Personal,315000,48,Website
511108,134000,Business,747000,12,Website
511109,122086,Home,3982000,120,Branch
511110,135117,Business,1258000,120,Website
511111,116583,Business,2433000,60,Website
511112,108965,Personal,478000,12,Branch
511113,129814,Education,493000,12,Website
511114,123849,Education,1265000,60,Website
511115,118430,Personal,68000,60,Partner
511116,114723,Personal,249000,24,Branch
511117,139879,Auto,695000,48,Website
511118,109950,Home,4082000,12,Website
511119,123891,Personal,57000,24,Partner
511120,110761,Personal,364000,60,Mobile App
511121,103180,Personal,369000,36,Mobile App
511122,108303,Business,2452000,36,Branch
511123,109126,Education,605000,24,Partner
511124,123724,Education,422000,60,Mobile App
511125,104527,Business,949000,36,Partner
511126,139500,Personal,85000,12,Website
511127,107649,Business,2129000,24,Branch
511128,126199,Auto,1245000,120,Partner
511129,116339,Auto,1634000,120,Website
511130,102660,Personal,409000,120,Partner
511131,108791,Home,4182000,120,Branch
511132,136233,Auto,1656000,24,Branch
511133,123184,Personal,522000,60,Website
511134,108019,Auto,569000,12,Website
511135,131949,Home,431000,84,Mobile App
511136,120808,Personal,583000,12,Mobile App
511137,132529,Personal,142000,120,Website
511138,110781,Business,622000,60,Website
511139,122704,Business,1445000,60,Mobile App
511140,132962,Personal,303000,60,Branch
511141,105084,Home,438000,12,Website
511142,137274,Personal,122000,48,Website
511143,109464,Home,3083000,84,Mobile App
511144,123843,Education,690000,84,Branch
511145,128840,Personal,533000,120,Branch
511146,128800,Personal,162000,48,Mobile App
511147,112516,Personal,308000,84,Branch
511148,125901,Auto,307000,120,Website
511149,129541,Home,2822000,60,Partner
511150,123765,Personal,318000,120,Website
511151,138941,Personal,225000,36,Partner
511152,113852,Home,1286000,12,Branch
511153,118230,Personal,249000,36,Mobile App
511154,132985,Auto,1584000,84,Partner
511155,112549,Home,2255000,24,Branch
511156,125059,Education,126000,48,Website
511157,137578,Auto,878000,60,Website
511158,105849,Business,922000,48,Website
511159,128599,Auto,1349000,12,Branch
511160,102659,Education,1010000,60,Partner
511161,122665,Auto,1773000,12,Mobile App
511162,101804,Education,990000,36,Mobile App
511163,109361,Business,339000,12,Partner
511164,137106,Education,1320000,48,Website
511165,120717,Education,1427000,60,Website
511166,125102,Business,2634000,24,Website
511167,117596,Auto,1060000,24,Mobile App
511168,120999,Personal,473000,24,Branch
511169,101167,Education,183000,12,Mobile App
511170,126288,Personal,363000,84,Partner
511171,129138,Auto,686000,60,Branch
511172,134206,Education,942000,24,Website
511173,111232,Personal,270000,12,Branch
511174,115254,Personal,535000,60,Mobile App
511175,137661,Personal,206000,24,Mobile App
511176,136897,Business,1570000,24,Website
511177,113965,Home,3280000,48,Branch
511178,133319,Education,1160000,60,Mobile App
511179,110494,Personal,314000,60,Branch
511180,122261,Education,462000,12,Branch
511181,112110,Home,631000,84,Branch
511182,128283,Home,1668000,84,Branch
511183,119135,Business,612000,60,Branch
511184,136393,Business,958000,84,Mobile App
511185,100363,Auto,988000,24,Website
511186,104026,Business,412000,12,Website
511187,123480,Home,3891000,120,Website
511188,105035,Business,918000,60,Branch
511189,116293,Home,2795000,120,Website
511190,133635,Home,3567000,60,Website
511191,123810,Personal,93000,12,Branch
511192,107806,Home,776000,60,Branch
511193,100158,Education,1013000,120,Mobile App
511194,100259,Business,2912000,48,Mobile App
511195,100649,Auto,1594000,12,Website
511196,137606,Personal,367000,120,Mobile App
511197,132771,Business,1618000,48,Partner
511198,126434,Business,2448000,12,Mobile App
511199,108228,Personal,527000,36,Branch
511200,104554,Education,1046000,48,Partner
511201,106299,Auto,1509000,84,Mobile App
511202,109530,Personal,453000,24,Branch
511203,106091,Business,2505000,120,Partner
511204,139741,Auto,746000,84,Mobile App
511205,115738,Personal,345000,36,Mobile App
511206,132932,Home,4462000,84,Website
511207,131421,Personal,213000,84,Website
511208,115582,Home,4808000,84,Mobile App
511209,128556,Education,1208000,24,Branch
511210,133192,Business,2604000,36,Branch
511211,118307,Home,4320000,120,Mobile App
511212,128322,Home,1178000,120,Website
511213,100286,Personal,197000,120,Website
511214,114535,Home,928000,36,Mobile App
511215,115087,Business,978000,84,Mobile App
511216,130791,Personal,409000,24,Mobile App
511217,124058,Personal,156000,24,Branch
511218,119982,Auto,1448000,12,Branch
511219,120589,Personal,273000,24,Website
511220,128036,Business,1425000,84,Website
511221,118819,Home,1208000,120,Branch
511222,102880,Auto,524000,36,Website
511223,111594,Auto,1524000,36,Branch
511224,133350,Auto,1384000,12,Partner
511225,114800,Personal,471000,48,Branch
511226,110680,Home,1145000,48,Branch
511227,133248,Personal,200000,24,Website
511228,101849,Personal,369000,24,Mobile App
511229,116926,Auto,1363000,60,Website
511230,105478,Auto,1761000,24,Website
511231,130332,Home,3026000,36,Partner
511232,134506,Personal,187000,48,Mobile App
511233,134846,Auto,1604000,60,Branch
511234,138493,Business,629000,120,Mobile App
511235,103147,Business,2005000,60,Partner
511236,122310,Auto,505000,60,Mobile App
511237,108260,Personal,82000,12,Branch
511238,109328,Home,1271000,36,Website
511239,129476,Auto,315000,48,Branch
511240,117971,Business,2585000,12,Branch
511241,123655,Home,485000,24,Mobile App
511242,120735,Personal,391000,48,Partner
511243,113251,Personal,448000,36,Branch
511244,114735,Home,605000,48,Branch
511245,127406,Business,443000,36,Mobile App
511246,132420,Education,597000,36,Website
511247,126725,Home,2706000,24,Branch
511248,120791,Business,1581000,84,Website
511249,133432,Business,1007000,60,Branch
511250,115968,Personal,134000,24,Website
511251,123708,Home,2109000,24,Website
511252,106345,Business,1811000,12,Branch
511253,104362,Home,1814000,48,Website
511254,125200,Auto,1206000,60,Mobile App
511255,115050,Education,1354000,24,Branch
511256,137787,Home,4650000,36,Website
511257,134292,Auto,1794000,12,Website
511258,137024,Home,1194000,120,Mobile App
511259,126746,Auto,345000,120,Website
511260,118455,Personal,493000,36,Branch
511261,110565,Business,2884000,36,Partner
511262,100500,Personal,422000,48,Website
511263,130143,Auto,1505000,60,Partner
511264,100090,Personal,130000,48,Website
511265,102171,Business,2676000,36,Branch
511266,139551,Home,2725000,48,Mobile App
511267,130853,Personal,369000,48,Website
511268,104819,Auto,319000,120,Website
511269,106434,Personal,573000,48,Partner
511270,119440,Business,2004000,84,Mobile App
511271,120033,Business,2000000,48,Mobile App
511272,106606,Home,2368000,12,Website
511273,138842,Home,2548000,84,Mobile App
511274,139204,Auto,395000,120,Branch
511275,118516,Education,697000,84,Branch
511276,121178,Personal,112000,60,Website
511277,124493,Auto,1713000,12,Website
511278,117534,Business,1899000,48,Website
511279,123845,Business,1936000,48,Mobile App
511280,134114,Education,1258000,12,Branch
511281,117080,Education,327000,84,Website
511282,123192,Auto,454000,24,Branch
511283,130973,Auto,1490000,60,Branch
511284,108995,Home,3604000,120,Website
511285,131207,Auto,1766000,120,Branch
511286,125312,Auto,1188000,12,Branch
511287,128626,Business,2996000,120,Mobile App
511288,125573,Auto,584000,48,Branch
511289,112444,Business,513000,36,Mobile App
511290,127231,Business,2448000,24,Website
511291,133575,Personal,66000,84,Partner
511292,116766,Personal,480000,84,Website
511293,119205,Auto,1671000,60,Website
511294,108804,Business,1156000,60,Mobile App
511295,120468,Auto,742000,36,Website
511296,126028,Business,1798000,12,Partner
511297,123536,Business,2202000,12,Branch
511298,101481,Business,920000,12,Website
511299,123889,Auto,442000,84,Branch
511300,125084,Home,3197000,60,Mobile App
511301,133519,Personal,592000,48,Partner
511302,105281,Business,2539000,60,Partner
511303,110879,Home,2132000,48,Partner
511304,109277,Personal,149000,36,Partner
511305,110240,Personal,77000,48,Website
511306,101668,Home,638000,48,Branch
511307,120130,Education,180000,24,Branch
511308,120773,Auto,1084000,120,Website
511309,105212,Business,1217000,36,Website
511310,100544,Home,4862000,84,Branch
511311,103469,Personal,384000,36,Mobile App
511312,100240,Personal,349000,24,Partner
511313,101629,Personal,418000,48,Website
511314,109934,Business,619000,36,Website
511315,129608,Home,4295000,60,Branch
511316,111370,Education,451000,120,Partner
511317,112471,Personal,420000,24,Partner
511318,107165,Personal,595000,60,Mobile App
511319,116268,Home,3402000,60,Mobile App
511320,133628,Personal,479000,84,Website
511321,115969,Personal,588000,84,Partner
511322,106530,Personal,282000,48,Website
511323,102162,Personal,452000,84,Mobile App
511324,120581,Home,1795000,48,Website
511325,117997,Auto,1759000,12,Mobile App
511326,100845,Education,456000,12,Website
511327,108878,Business,1144000,24,Branch
511328,131096,Business,2414000,120,Branch
511329,116698,Education,492000,60,Partner
511330,128316,Personal,79000,60,Mobile App
511331,129014,Business,1673000,48,Partner
511332,134246,Home,2839000,12,Website
511333,118613,Auto,333000,120,Branch
511334,123520,Auto,1126000,60,Website
511335,126981,Personal,540000,12,Website
511336,132650,Personal,378000,48,Website
511337,139058,Personal,63000,36,Website
511338,130074,Personal,218000,12,Website
511339,132093,Education,1440000,24,Branch
511340,102769,Business,2860000,36,Partner
511341,118760,Personal,334000,60,Website
511342,118948,Personal,159000,60,Website
511343,106694,Auto,1499000,84,Branch
511344,104992,Business,1880000,84,Mobile App
511345,126458,Home,466000,12,Website
511346,133394,Home,1644000,24,Website
511347,128066,Business,2514000,12,Mobile App
511348,121745,Personal,192000,84,Branch
511349,133373,Personal,248000,48,Partner
511350,109627,Personal,453000,84,Branch
511351,103518,Home,2058000,12,Branch
511352,105597,Home,4519000,12,Partner
511353,102178,Personal,551000,120,Mobile App
511354,101025,Personal,600000,60,Website
511355,100638,Personal,546000,48,Website
511356,133717,Home,1245000,120,Branch
511357,131094,Home,1840000,48,Branch
511358,103503,Personal,171000,48,Website
511359,116281,Business,1887000,84,Website
511360,104062,Personal,396000,84,Mobile App
511361,104965,Auto,797000,84,Website
511362,132393,Personal,60000,36,Website
511363,112557,Home,1733000,84,Branch
511364,115264,Personal,335000,84,Website
511365,112752,Home,4550000,36,Branch
511366,102804,Home,4698000,48,Website
511367,129064,Home,644000,120,Mobile App
511368,102636,Business,315000,84,Website
511369,127702,Auto,344000,36,Mobile App
511370,131965,Home,3563000,24,Website
511371,122095,Business,1757000,36,Website
511372,131074,Education,790000,60,Mobile App
511373,117936,Personal,238000,84,Website
511374,107614,Home,4795000,60,Branch
511375,113960,Home,575000,60,Website
511376,128704,Auto,472000,60,Branch
511377,118369,Personal,104000,60,Branch
511378,123260,Personal,102000,12,Branch
511379,131481,Business,1087000,120,Branch
511380,114196,Education,233000,60,Partner
511381,137824,Personal,357000,120,Branch
511382,136013,Personal,309000,12,Website
511383,135260,Personal,454000,120,Website
